DateTime, Active Energy Import (kWh)
26/03/2023 00:30:00, 0.213
26/03/2023 01:00:00, 0.697
26/03/2023 01:30:00, 0.238
26/03/2023 02:00:00, 0.219
26/03/2023 02:30:00, 0.683
26/03/2023 03:00:00, 0.193
26/03/2023 03:30:00, 0.242
26/03/2023 04:00:00, 0.653
26/03/2023 04:30:00, 0.109
26/03/2023 05:00:00, 0.163
26/03/2023 05:30:00, 0.58
26/03/2023 06:00:00, 0.109
26/03/2023 06:30:00, 0.137
26/03/2023 07:00:00, 0.691
26/03/2023 07:30:00, 0.098
26/03/2023 08:00:00, 0.097
26/03/2023 08:30:00, 1.077
26/03/2023 09:00:00, 1.307
26/03/2023 09:30:00, 1.345
26/03/2023 10:00:00, 1.225
26/03/2023 10:30:00, 0.932
26/03/2023 11:00:00, 1.404
26/03/2023 11:30:00, 0.919
26/03/2023 12:00:00, 0.91
26/03/2023 12:30:00, 1.248
26/03/2023 13:00:00, 2.522
26/03/2023 13:30:00, 1.757
26/03/2023 14:00:00, 2.023
26/03/2023 14:30:00, 2.66
26/03/2023 15:00:00, 1.617
26/03/2023 15:30:00, 1.364
26/03/2023 16:00:00, 1.924
26/03/2023 16:30:00, 2.287
26/03/2023 17:00:00, 1.525
26/03/2023 17:30:00, 1.469
26/03/2023 18:00:00, 1.346
26/03/2023 18:30:00, 1.02
26/03/2023 19:00:00, 1.279
26/03/2023 19:30:00, 1.597
26/03/2023 20:00:00, 0.52
26/03/2023 20:30:00, 0.537
26/03/2023 21:00:00, 0.417
26/03/2023 21:30:00, 0.399
26/03/2023 22:00:00, 0.392
26/03/2023 22:30:00, 0.377
26/03/2023 23:00:00, 0.398
26/03/2023 23:30:00, 0.408
27/03/2023 00:00:00, 0.421
27/03/2023 00:30:00, 0.423
27/03/2023 01:00:00, 0.481
27/03/2023 01:30:00, 0.454
27/03/2023 02:00:00, 0.43
27/03/2023 02:30:00, 0.443
27/03/2023 03:00:00, 0.429
27/03/2023 03:30:00, 0.409
27/03/2023 04:00:00, 0.418
27/03/2023 04:30:00, 0.097
27/03/2023 05:00:00, 0.35
27/03/2023 05:30:00, 0.522
27/03/2023 06:00:00, 0.384
27/03/2023 06:30:00, 0.417
27/03/2023 07:00:00, 0.944
27/03/2023 07:30:00, 0.735
27/03/2023 08:00:00, 0.835
27/03/2023 08:30:00, 1.029
27/03/2023 09:00:00, 0.165
27/03/2023 09:30:00, 0.44
27/03/2023 10:00:00, 0.268
27/03/2023 10:30:00, 0.027
27/03/2023 11:00:00, 0.057
27/03/2023 11:30:00, 0.144
27/03/2023 12:00:00, 0.57
27/03/2023 12:30:00, 1.123
27/03/2023 13:00:00, 0.35
27/03/2023 13:30:00, 0.33
27/03/2023 14:00:00, 0.316
27/03/2023 14:30:00, 0.371
27/03/2023 15:00:00, 0.322
27/03/2023 15:30:00, 0.352
27/03/2023 16:00:00, 0.344
27/03/2023 16:30:00, 0.337
27/03/2023 17:00:00, 0.368
27/03/2023 17:30:00, 0.334
27/03/2023 18:00:00, 0.492
27/03/2023 18:30:00, 0.555
27/03/2023 19:00:00, 0.512
27/03/2023 19:30:00, 1.378
27/03/2023 20:00:00, 0.702
27/03/2023 20:30:00, 0.546
27/03/2023 21:00:00, 1.23
27/03/2023 21:30:00, 0.673
27/03/2023 22:00:00, 0.531
27/03/2023 22:30:00, 0.513
27/03/2023 23:00:00, 0.464
27/03/2023 23:30:00, 0.352
28/03/2023 00:00:00, 0.388
28/03/2023 00:30:00, 0.173
28/03/2023 01:00:00, 0.193
28/03/2023 01:30:00, 0.597
28/03/2023 02:00:00, 0.37
28/03/2023 02:30:00, 0.363
28/03/2023 03:00:00, 0.237
28/03/2023 03:30:00, 0.036
28/03/2023 04:00:00, 0.548
28/03/2023 04:30:00, 0.338
28/03/2023 05:00:00, 0.35
28/03/2023 05:30:00, 0.222
28/03/2023 06:00:00, 0.027
28/03/2023 06:30:00, 0.52
28/03/2023 07:00:00, 0.387
28/03/2023 07:30:00, 0.379
28/03/2023 08:00:00, 0.331
28/03/2023 08:30:00, 0.17
28/03/2023 09:00:00, 0.043
28/03/2023 09:30:00, 0.28
28/03/2023 10:00:00, 0.309
28/03/2023 10:30:00, 0.037
28/03/2023 11:00:00, 0.3
28/03/2023 11:30:00, 0.354
28/03/2023 12:00:00, 0.386
28/03/2023 12:30:00, 0.335
28/03/2023 13:00:00, 0.315
28/03/2023 13:30:00, 0.384
28/03/2023 14:00:00, 0.57
28/03/2023 14:30:00, 0.739
28/03/2023 15:00:00, 0.438
28/03/2023 15:30:00, 0.305
28/03/2023 16:00:00, 0.886
28/03/2023 16:30:00, 0.566
28/03/2023 17:00:00, 0.326
28/03/2023 17:30:00, 0.32
28/03/2023 18:00:00, 0.462
28/03/2023 18:30:00, 1.384
28/03/2023 19:00:00, 0.752
28/03/2023 19:30:00, 0.453
28/03/2023 20:00:00, 0.455
28/03/2023 20:30:00, 0.488
28/03/2023 21:00:00, 0.464
28/03/2023 21:30:00, 0.491
28/03/2023 22:00:00, 0.476
28/03/2023 22:30:00, 0.461
28/03/2023 23:00:00, 0.347
28/03/2023 23:30:00, 0.274
29/03/2023 00:00:00, 0.343
29/03/2023 00:30:00, 0.323
29/03/2023 01:00:00, 0.372
29/03/2023 01:30:00, 0.311
29/03/2023 02:00:00, 0.336
29/03/2023 02:30:00, 0.308
29/03/2023 03:00:00, 0.276
29/03/2023 03:30:00, 0.352
29/03/2023 04:00:00, 0.279
29/03/2023 04:30:00, 0.329
29/03/2023 05:00:00, 0.331
29/03/2023 05:30:00, 0.324
29/03/2023 06:00:00, 0.303
29/03/2023 06:30:00, 0.418
29/03/2023 07:00:00, 0.856
29/03/2023 07:30:00, 1.082
29/03/2023 08:00:00, 0.668
29/03/2023 08:30:00, 0.397
29/03/2023 09:00:00, 0.407
29/03/2023 09:30:00, 0.432
29/03/2023 10:00:00, 0.39
29/03/2023 10:30:00, 0.287
29/03/2023 11:00:00, 0.331
29/03/2023 11:30:00, 0.411
29/03/2023 12:00:00, 0.463
29/03/2023 12:30:00, 0.569
29/03/2023 13:00:00, 1.238
29/03/2023 13:30:00, 1.356
29/03/2023 14:00:00, 0.663
29/03/2023 14:30:00, 0.925
29/03/2023 15:00:00, 0.8
29/03/2023 15:30:00, 0.98
29/03/2023 16:00:00, 1.549
29/03/2023 16:30:00, 0.521
29/03/2023 17:00:00, 0.343
29/03/2023 17:30:00, 0.355
29/03/2023 18:00:00, 0.812
29/03/2023 18:30:00, 0.46
29/03/2023 19:00:00, 0.4
29/03/2023 19:30:00, 0.663
29/03/2023 20:00:00, 0.77
29/03/2023 20:30:00, 0.817
29/03/2023 21:00:00, 0.7
29/03/2023 21:30:00, 0.226
29/03/2023 22:00:00, 0.298
29/03/2023 22:30:00, 0.182
29/03/2023 23:00:00, 0.151
29/03/2023 23:30:00, 0.127
30/03/2023 00:00:00, 0.133
30/03/2023 00:30:00, 0.106
30/03/2023 01:00:00, 0.103
30/03/2023 01:30:00, 0.076
30/03/2023 02:00:00, 0.094
30/03/2023 02:30:00, 0.606
30/03/2023 03:00:00, 0.152
30/03/2023 03:30:00, 0.065
30/03/2023 04:00:00, 0.053
30/03/2023 04:30:00, 0.397
30/03/2023 05:00:00, 0.436
30/03/2023 05:30:00, 0.403
30/03/2023 06:00:00, 0.126
30/03/2023 06:30:00, 0.156
30/03/2023 07:00:00, 0.32
30/03/2023 07:30:00, 0.08
30/03/2023 08:00:00, 0.076
30/03/2023 08:30:00, 0.444
30/03/2023 09:00:00, 0.109
30/03/2023 09:30:00, 0.08
30/03/2023 10:00:00, 0.096
30/03/2023 10:30:00, 0.075
30/03/2023 11:00:00, 0.177
30/03/2023 11:30:00, 0.366
30/03/2023 12:00:00, 0.038
30/03/2023 12:30:00, 0.396
30/03/2023 13:00:00, 0.065
30/03/2023 13:30:00, 0.359
30/03/2023 14:00:00, 0.305
30/03/2023 14:30:00, 0.44
30/03/2023 15:00:00, 0.431
30/03/2023 15:30:00, 0.505
30/03/2023 16:00:00, 0.603
30/03/2023 16:30:00, 0.61
30/03/2023 17:00:00, 0.246
30/03/2023 17:30:00, 0.045
30/03/2023 18:00:00, 0.245
30/03/2023 18:30:00, 0.434
30/03/2023 19:00:00, 0.301
30/03/2023 19:30:00, 0.606
30/03/2023 20:00:00, 0.694
30/03/2023 20:30:00, 0.739
30/03/2023 21:00:00, 0.502
30/03/2023 21:30:00, 0.249
30/03/2023 22:00:00, 0.131
30/03/2023 22:30:00, 0.531
30/03/2023 23:00:00, 0.2
30/03/2023 23:30:00, 0.096
31/03/2023 00:00:00, 0.061
31/03/2023 00:30:00, 0.585
31/03/2023 01:00:00, 0.147
31/03/2023 01:30:00, 0.067
31/03/2023 02:00:00, 0.212
31/03/2023 02:30:00, 0.417
31/03/2023 03:00:00, 0.04
31/03/2023 03:30:00, 0.053
31/03/2023 04:00:00, 0.583
31/03/2023 04:30:00, 0.345
31/03/2023 05:00:00, 0.055
31/03/2023 05:30:00, 0.049
31/03/2023 06:00:00, 0.196
31/03/2023 06:30:00, 0.813
31/03/2023 07:00:00, 0.105
31/03/2023 07:30:00, 0.385
31/03/2023 08:00:00, 1.389
31/03/2023 08:30:00, 0.525
31/03/2023 09:00:00, 0.361
31/03/2023 09:30:00, 0.674
31/03/2023 10:00:00, 1.363
31/03/2023 10:30:00, 0.516
31/03/2023 11:00:00, 0.532
31/03/2023 11:30:00, 0.754
31/03/2023 12:00:00, 0.876
31/03/2023 12:30:00, 0.41
31/03/2023 13:00:00, 0.057
31/03/2023 13:30:00, 0.44
31/03/2023 14:00:00, 0.265
31/03/2023 14:30:00, 1.305
31/03/2023 15:00:00, 1.149
31/03/2023 15:30:00, 1.296
31/03/2023 16:00:00, 2.458
31/03/2023 16:30:00, 0.858
31/03/2023 17:00:00, 1.442
31/03/2023 17:30:00, 0.698
31/03/2023 18:00:00, 0.707
31/03/2023 18:30:00, 1.438
31/03/2023 19:00:00, 1.319
31/03/2023 19:30:00, 1.223
31/03/2023 20:00:00, 0.358
31/03/2023 20:30:00, 1.341
31/03/2023 21:00:00, 1.365
31/03/2023 21:30:00, 0.252
31/03/2023 22:00:00, 0.569
31/03/2023 22:30:00, 0.168
31/03/2023 23:00:00, 0.173
31/03/2023 23:30:00, 0.147
01/04/2023 00:00:00, 0.647
01/04/2023 00:30:00, 0.183
01/04/2023 01:00:00, 0.081
01/04/2023 01:30:00, 0.065
01/04/2023 02:00:00, 0.183
01/04/2023 02:30:00, 0.533
01/04/2023 03:00:00, 0.038
01/04/2023 03:30:00, 0.051
01/04/2023 04:00:00, 0.182
01/04/2023 04:30:00, 1.195
01/04/2023 05:00:00, 0.782
01/04/2023 05:30:00, 0.041
01/04/2023 06:00:00, 0.041
01/04/2023 06:30:00, 0.392
01/04/2023 07:00:00, 0.379
01/04/2023 07:30:00, 0.136
01/04/2023 08:00:00, 0.213
01/04/2023 08:30:00, 0.531
01/04/2023 09:00:00, 0.143
01/04/2023 09:30:00, 0.245
01/04/2023 10:00:00, 0.753
01/04/2023 10:30:00, 1.93
01/04/2023 11:00:00, 1.406
01/04/2023 11:30:00, 0.231
01/04/2023 12:00:00, 0.171
01/04/2023 12:30:00, 0.469
01/04/2023 13:00:00, 0.391
01/04/2023 13:30:00, 0.133
01/04/2023 14:00:00, 0.252
01/04/2023 14:30:00, 0.582
01/04/2023 15:00:00, 0.256
01/04/2023 15:30:00, 0.203
01/04/2023 16:00:00, 0.5
01/04/2023 16:30:00, 0.647
01/04/2023 17:00:00, 0.666
01/04/2023 17:30:00, 0.113
01/04/2023 18:00:00, 0.87
01/04/2023 18:30:00, 1.483
01/04/2023 19:00:00, 0.707
01/04/2023 19:30:00, 1.638
01/04/2023 20:00:00, 1.312
01/04/2023 20:30:00, 0.709
01/04/2023 21:00:00, 0.725
01/04/2023 21:30:00, 0.282
01/04/2023 22:00:00, 0.715
01/04/2023 22:30:00, 0.188
01/04/2023 23:00:00, 0.17
01/04/2023 23:30:00, 0.224
02/04/2023 00:00:00, 0.84
02/04/2023 00:30:00, 0.214
02/04/2023 01:00:00, 0.116
02/04/2023 01:30:00, 0.155
02/04/2023 02:00:00, 0.736
02/04/2023 02:30:00, 0.063
02/04/2023 03:00:00, 0.05
02/04/2023 03:30:00, 0.542
02/04/2023 04:00:00, 0.908
02/04/2023 04:30:00, 0.099
02/04/2023 05:00:00, 0.062
02/04/2023 05:30:00, 0.494
02/04/2023 06:00:00, 0.575
02/04/2023 06:30:00, 0.299
02/04/2023 07:00:00, 0.499
02/04/2023 07:30:00, 0.474
02/04/2023 08:00:00, 0.456
02/04/2023 08:30:00, 0.095
02/04/2023 09:00:00, 0.085
02/04/2023 09:30:00, 0.2
02/04/2023 10:00:00, 0.66
02/04/2023 10:30:00, 1.72
02/04/2023 11:00:00, 1.968
02/04/2023 11:30:00, 0.941
02/04/2023 12:00:00, 1.063
02/04/2023 12:30:00, 0.277
02/04/2023 13:00:00, 1.783
02/04/2023 13:30:00, 1.565
02/04/2023 14:00:00, 0.177
02/04/2023 14:30:00, 0.5
02/04/2023 15:00:00, 0.568
02/04/2023 15:30:00, 1.362
02/04/2023 16:00:00, 1.119
02/04/2023 16:30:00, 0.983
02/04/2023 17:00:00, 2.321
02/04/2023 17:30:00, 1.517
02/04/2023 18:00:00, 0.76
02/04/2023 18:30:00, 0.78
02/04/2023 19:00:00, 0.201
02/04/2023 19:30:00, 0.29
02/04/2023 20:00:00, 0.93
02/04/2023 20:30:00, 0.587
02/04/2023 21:00:00, 0.703
02/04/2023 21:30:00, 0.648
02/04/2023 22:00:00, 0.886
02/04/2023 22:30:00, 0.616
02/04/2023 23:00:00, 0.469
02/04/2023 23:30:00, 0.279
